Unnamed: 0,Comment
15010,interessant dinformer politiques cette realite
15011,ecoles retapent batiments ca existe cest compagnons devoir youtube a mis chemin entre professeur decole professeur ia demain ??
15012,cest dingue quand jecoute idriss jai limpression detre intelligent conference tres interessante prenante
15014,merci beaucoup idriss ! lune plus belles conf h ! magnifique note despoir disant mauvais eleves
15015,bonjour idriss magnifique conference compte revoir regulierement servir education enfants! merci! plus outil logiciel presentation disponible quelque part!? compte faire conferences sport outil semble tres interessant ! merci
15016,ressemble a prezie
15017,merci!
15018,excellent !
15019,cc salut parait elon musck a dit ia dangeureuse
15020,excellent
15021,celui applaudit tout seul vous mavez touche hydrogene ! coule
15022,bravo a celui a applaudi tout seul a h
15023,merci mr aberkane meilleur professeur motivateur ever
15024,conference passionnante jai appris pleins choses sujet lia contourne evite etrange
15025,traite davantage plan technique precedente conference lia
15026,grand bravo ! merci cette video !
15027,grand merci mr aberkane merci efforts intelligence sagesse patience perseverance pour sameliorer faut changer donc etre parfait faut avoir change souvent le succes nest final lechec nest fatal cest courage continuer compte winston churchill
15028,cest deja arrive pire facons cela sappel tinder autres algo
15029,merci tout partages master idriss
15030,a partir francois er a partir philippe bel
15031,dois rencontrer
15032,merci dr aberkane!
15033,excellentes analyses japprecie ecouter merci
15034,idriss president !
15035,mesure ou l i a greffee chaques appli observent quand va t prendre conscience quelle risque ?
15036,a fin plante non ? cest confucius dragon lao tseu logique discours ?
15037,monde ou pouvoir entre mains mediocre lego celuici refusera confier beaute monde entre mains genie
15038,encore fois conference aussi ingenieuse
15039,lecole sers a conformer a modele facile a dominer aller a lecole cest accepte plier nest plus envie recherche
15041,prelude ds genocide programme democraties fascistes petition a signer merci youtube google plainte contre bismarck justice victimes strategie bismarck programmee savamment a meat sigle juillet a berlin
15042,nouvelle masterclass exceptionnelle lenrichissement inestimable merci idriss
15043,si lintelligence artificielle connerie toujours naturelle
15044,merci m aberkane brillant inspirant saveur savoir meme etymologie cela devrait parler
15046,super conf prends tellement risques certains sujets cest tout a honneur donne lequilibre a tous conservateurs pointent nez vers leurs bouquins
15047,bravo point idriss lieu dune transmission didentite nationale vaut mieux culture multiidentitaire
15048,magnifique
15049,idriss cest prof jaurais aime avoir a lepoque jaurais jamai secher cours cest
15050,interdire homeschooling cest surtout forcer population systeme formater tout monde usa seul pays casse couilles a ceux veulent donner vraie education a leurs enfants
15051,la demande jai foutu pendant ans
15052,magnifique genial a regarder re regarder heures talent apprendre sagesse idriss
15053,captivant cest mec brasse vent gens restent la endormis perdant neant peu neurones possession ! cest dingue navoir commentaires positifs nazis aussi pratiquaient censure !
15055,jai pose questions a chatgpt repond daller voir net parce quil na donnees demande
15057,passionnant
15058,merci
15059,tres belle conference inspirante vraiment excellente ! merci
15060,merci beaucoup grand cru
15061,boss
15062,cest quoi tremolo la ????
15063,cest na budget lequipe tournage la remis comme ca si soutenez chaine va sameliorer
15064,idriss merci dessayer emmener dans spheres celestes
15065,faudrait fusionner tous ministeres economie ecologie education seul placer idriss a a tete !
15066,toujours aussi emu devant autant intelligence merci exister
15067,m confucius a emmene oups lauxiliaire a ete omis
15068,lao tse dragon m confucius emmene spheres celestes nestce vouliez dire? merci don a propager connaissances
15069,merci monsieur bienveillance dieu benisse abondamment
15070,pub chaque minutes ca devient chiant
15071,beaucoup chose confirme pensee grace a conference alors nai ans
15072,oui merci beaucoup grace a vais pouvoir anticiper beaucoup plus a lavenir
15073,merci idriss cette brillante exposition faite specialement a demande groupe parlementaire andorra endavant principaute dandorretu tous remerciements felicitations parlementaires dandorre gouvernement
15074,jesus christ alleluia jesus crie allez loue lia echec mat gadlu tes foutu jattends patience fin sablier
15075,top idriss j aberkane
15076,officialidrissaberkane plaisir
15077,encore bravo cette vision cette vulgarisation beau travail
15078,jai bouffe conferences ! reste dessert ??
15079,idriss tresor lhumanite ainsi tous genies animes plus lintelligence mentale surtout lintelligence emotionnelle plus importante car lintelligence coeur merci
15080,propos dune niaiserie sans nom
15081,super presentation cher idriss utilisez quel logiciel? merci
15082,prezi
15083,bien ! jespere revoir bientot a montreal
15084,merci beaucoup mr idriss
15085,bonjour merci a faire prendre conscience meme si egare lors cursus scolaire suite jai enchaine petits boulot encore temps voir meme temps debute qua present trouver voie datteindre ikigai merci partager sagesse respectueusement
15086,merci
15087,arthur ramiandrisoa devenu grand sage ? ny a aucune trace lui
15088,simplement magnifique ?
15090,magnifique merci ingenieuse conference
15092,superbe conference merci
15094,ia detectee trop peu camoufle
15096,merci encore idriss davoir mis conference tres bonne youtube bonne continuation hate den revoir une
15097,derniere conclusion sphere celeste lia magistrale tombe mille
15098,ecris na sens
15102,aucun rapport idriss aberkane critique contenu non origines cest ridicule
15104,martinezet puis cest dangereux apres evident
15105,monsieur laisse la ou etes genre propos ny rien bon
15106,quand peu temps vous essayez den discuter ceux lont cotoye comme profs exemple idriss excellent orateur scientifique bas etage complotiste a heures perdues cest excellent gourou ames sensibles beaux discours
15108,habeen
15109,papa disais vais mettre godillots
15111,plus vieille universite monde zitouna a tunis cest modele kairouanais fonde celle fes maroc bourguiba a bien aboli luniversite sein mosquee zitouna continue doperer hors mosquee donc toujours activite
15112,quelle culture merci beaucoup
15113,pensez voulez didriss h speech non stop sans perdre lattention chapeau
15114,nimporte quel prof fac fait autant plusieurs fois jour
15115,bons profs fac comme lui parviennent ca demontre merite talent
15116,nest prof fac la jamais ete prof titre na diplomes letre
15117,cest bots endoctrines type escroc continue donner credit ca fume
15118,nimporte quel prof fac donne cours plusieurs fois jour sans perdre lattention daucun eleve ?
15119,lattention eleves ca controle vraiment bons profs savent rester concentrer toute journee cest base
15123,franchement viens finir conference dune vraie qualite nombre danecdotes profondeur nuance reflexions loriginalite certains points vue faut vraiment etre mauvaise foi reconnaitre qualite lintervention
15127,prof repete meme cours plusieurs classes plusieurs annees donc faut confondre recherche creativite cours academique nest meme type conference !
15128,perso lecoute trois fois mdr
15129,ecouter quil disait moin ?
15130,volontiers plus haut diplome academique cest phd cest lhdr france cest ca donne titre professeur universites non lexperience ceci dit ca nempeche dexercer metier denseignant particulier a luniversite je sens quiproquo enseignant vs professeur echanges
15131,ben non quitte fac depuis longtemps ???
15132,merci bravo
15133,gens critiquent idriss estce pouvez organiser conference meme style quon puisse comparer ?
15136,entrain donner arguments sans base solide daccord ? hier etait docteur raoult pense quil considere comme clown prepare thematique fait live quon rigole critique devenu tellement facile jours
15141,salut super conference comme dhabitude! quel logiciel utilisestu structure presentation ?
15142,prezi
15143,des tecoute ca minspire ! ca donne cette envie creer ameliorer echouer dire quon vrai culture lechec mene succes meme petit soitil merci encore conferences cest regal
15146,dadmiration travail
15147,incroyable juste parlant lia leducation parle dautre choses intrinsequement lie tres instructif merci cette conference davoir poster video
15149,idriss conferences donnent orgasme intellectuel !
15150,merci
15151,quest spheres celestes ?
15152,eduque animaux enseigne etres humains
15153,magistral comme habitude
15154,merci
15155,bien aime idriss aberkane comme prof prive
15156,soumerien ! dire persan !? latitude determine laltidude grand esprit chez petit mec !? bravo
15157,dailleurs vo nguyen star ici vietnam mort ya longtemps a toujours ete gouvernement a mort ya beaucoup changements gouvernement
15158,etranger fait blague facebook crane ressemblait a couille fripee mec a faire excuses publiques demandee gouvernement sinon degageait!
15159,merci idriss participer videos a neotisation quel plaisir davoir chatgpt vivant surcroit francophone apprend tellement choses encore merci idriss nas rien a envier a nassim nicolas taleb
15160,francophone? francais
15161,francoalgerien francais defaut suite passe algerie francaise non choix nuance!
15162,encore bravo jai encore appris choses excellent travail
15163,belle intervention !
15164,futur education nationale beaucoup artificiel tres peu intelligente!!!!
15166,juste info gros pb lorsquon ecoute ecouteurs virevolte
15167,merci monsieur idriss aberkane
15168,merci pubs a fin conference jai souscrit contrat different !!!
15169,tres interessant
15170,moment ou a dit bien hoa jy cest drole lol
15171,si description video chaque auteurs cites mettiez lien vers plateforme dachat comme amazon dune part peu dargent ameliorer prochaines video dautres part repondriez a besoin gain temps auditeurs souhaitent apronfondir
15172,belgique revendique charlemagne puisquil ne a herstal
15173,jaurais bien envoye extraits exemple corrections notes possibilite denvoyer extrait dessous video cest peut etre choix
15174,pourquoi ? quoicoubeh
15175,trou cul a lunettes ca rappelle premier ministre a gestion catastrophique
15176,merci idriss!ca fait bien tecouter temps troubles
15177,quel plaisir vous tu ecoutez ecoutes quel travail !!! quelles connaissances !! merciiiiii idriss
15178,tout depend point vue reference referentiel rappel bon sens etres humains moins diplomes donc souvent moins formates moins soumis propagandes lingenierie sociale criminelle plus lindividu diplome plus endoctrinable propaganda bernays paix interieure joie amour
15180,brillant
15181,merci
15182,jai invente terme noetiser quel arnaqueur idriss cest dommage car brillant
15183,sens synonyme mecaniser lintelligence artificielle sens dintellectualiser
15184,bonjour quelquun pourraitil renseigner reference rapport entre ressenti dinadequation douleur niveau cerveau ? davance merci
15185,avant falalit eduquer etres humains maintenant va falloir eduquer machines
15186,bonnes conferences messes modernes
15187,vrai ca pourquoi met shoa intraveineuse gamins ?
15188,quand culture generale leloquence emerveille
15189,bonjour quel logiciel utilisezvous deroulement slides sil plait ?
15190,prezi
15191,lecture base liberte reflexion limagination faire peuple dillettres dincultes projet maintien lignorance donc revolte faculte reflechir creer oui creativite ia !!! cest lavenement machines asimov merci mr aberkane
15192,interessante presentation merci mais vous passez sumeriens grecs sans parler egyptiens maisons vie
15193,retrouve plus video commence hier republique feu
15194,merci idriss !! nourris mec nourris !! redemande continue trop bon
15195,mecaniser lesprit a erreur confusion sens mien lesprit peut mecaniser lintellect construction intellectuelle esprit merci partage
15196,atroce cest dommage quand a vraiment envie decouter idriss met casque audio constater a comme compresseur joue stereo ca donne limpression qua chaque plosive deplace gauche a droite
15197,ny peux rien norganise ni nenregistre conferences moimeme mets a disposition gratuitement alors quelles representent mois travail si voulez quelles mieux enregistrez donnez budget a chaine abonnant scanderia com
15198,merci reponse comprends mieux etant ingenieur depuis ans peux dire budget change rien faut juste personne fasse taf jusquau bout verifiant quelle met enregistreur dommage ca mempeche dapprecier travail merci ca
15199,ca a prix apprendre divertissant merci idriss!
15200,toujours plaisir ecouter !
15201,quelle energie idriss!
15202,tout monde part torticollis touuuuut a gauche scene
15203,merci idriss partager conferences gratuitement
15204,merci idriss aberekane cette sublime conference enfin viens comprendre malaise jai toujours ressenti vis a vis modele educatif standardise
15205,vive france traitre
15206,demasquer retour a ancienne a vrais vie desole
15207,surpris a suivre h seul mot captivant !
15208,este video vale oro!!! aqui peru tambien llaman batallones escolares
15209,malheureusement internet nest utilise comme bibliotheque comme divertissement regarder videos chat femmes par millions montrent leurs fesses
15210,merci
15211,passionnant cpmme toujours merci idriss
15212,vivre ensemble faut comprendre ensemble simplement
15214,idriss menerve tellement stimulant !
15215,a a a idriss fayot mdr tres bonne video reflexion
15216,a ecouter valerie bugault revoludroit
15217,merci sidriss cette seance ingenieuse je applaudis fortement
15218,faut correction ? giap a vaincu francais rc a dien bien phu a depose armes mai a h ordre politiciens negociaient a geneve trahison triste habitude culture politique francaise rendons justice soldats tenaient bon
15219,fascinant janus monsieur aberkane mefie peu regale meme temps merci !
15220,janus ?! pourriezvous expliquer svp rapprochement singulier ?
15221,extraordinaire
15222,monsieur professeur un grand merci !!!
15223,apprend beaucoup culture top maintenant
15225,waouh plus epanouie lia
15226,pourquoi saute civilisation islamique!? cest correct aborder sujet jai limpression veux eviter sujet civilisation islamique a cause audience salle peut etre
15228,merci mr idriss
15229,letoile david pourquoi idriss ?
15230,cest tout etoile david
15231,quel regale! merci idriss
15232,japprend education vs rend libre contraire vs rend esclave idriss dites parfois conneries
15233,ars militaris per modernos institutionis mr aberkan enfin porte douverte!!
15234,salut veux etre mechant voila retrouve contenue trouve intelligent ca dirait feat david elbaz stp cest lastronomie cam stp
15235,langue sanskrite ancetre grec ancien latin date av jc civilisations sous continent indien inventes lecriture avant sumeriens
15238,merci idriss
15239,horrible
15240,passionnant ! merci idriss cette superbe conference
15241,leducation cest a ans donc rien a voir chat gpt lecole television a commence travail cretinisation continue encore aujourdhui internet smartphones achevent travail politiques adorent liphone s g enfin bons bonne nuit dormez bien
15243,ouf dommage ca enleve rien a qualite conference
15244,cest mieux tronche biais
15245,i a intelligence artificielle i a idriss aberkane
15247,quelle plaisir ecouter merci
15248,perfection !
15249,faut croire bebe adore chocolat noir
15250,plaisir a ecouter monsieur aberkane
15252,quelle belle idee derriere chaque eleve tai leonard ! comme monde pourrait etre beau!
15253,ny a probablement derniere toi
15254,toujours tres interessant merci idriss
15255,merci
15256,ia provoquera renaissance spiritualite vs machine a vapeur a provoque renaissance industrielle materialisme
15257,merci idriss cette conference comme tjs japprend bcp choses expliquer tellement bien choses merci
15258,petard idriss ca debite chaine !! bravo continue a alimente neuronnes !
15259,sympa leffet wobbling panoramic prochaine fois disleur dajouter wahwah ptet aussi kick snare meme coq comme jean robin ?
15260,blase
15262,faut convertir piste audio mono ecraser leffet reexporter stereo viens tester ca marche faut aussi cas diminuer chouilla de db loccurrence parce quen passant mono adition canaux donc ca risque clipper
15263,bon eleve apprends bonnes reponses problemes connues genie autodidacte elabore bonne reponse a partir tentatives concretes
15264,nope second repond a questions meme encore posees
15265,tous autodidactes genies theorie sans pratique sterile pratique sans theorie souvent aveugle
15266,idriss ministre leducation ca sonne bien
15267,daccord pense quil tres intelligent rapport a politiciens
15268,meme raisonnement edt valable tendance actuelle star academy jamais jacques brel selectionne
15269,probleme sons casque tres desagreable
15270,ca va peu tous sens !
15271,google books genial cest anglais
15272,americains bien eduques ???? daccord
15273,gamin ans a diplomes tres bonne conference merci idriss
15274,grandiose
15275,exceptionnel
15276,quel bonhomme gars tjs aussi captivant
15277,serieusement demande donner a manger tiens tomate
15278,ce pauvre homme peut comprendre speciale dedicace zozotoctoc tronche pls
15279,mieux nimporte quel programme television
15280,apres hanouna quand meme !
15281,cest meme comparable vois pourquoi parles tele mieux nimporte quel tour velo
15282,mieux a
15283,mieux anges telerealite ????!
15284,mieux science fiction
15285,cest
15286,
15287,television cest quoi?
15289,certes barre comparaison basse
15290,cest vraiment moins lon puisse dire entierement daccord enorme merci tres grand bravo idriss !
15291,television projection dune vision choses permet programmer nation via programmes creant chaines televises enchainent cerveaux
15292,mieux quune emission television idriss aberkane ?
15293,mieux nimporte quel cours leducation nationale quelle difference entre eduquer dresser?
15294,a deja eduque table ?
15295,
15296,ya mal
15297,jeunenskskzkzkzkskzkzkzz
15298,quelle belle conclusion !
15299,!
15300,neurofascisme cest tout simplement capitalisme et variantes telle mondialisme ou encore communisme ou lecologie linvention monnaie occidental notion privatisation ressources propriete ecosystemes catastrophe tout plans
15301,neurofascisme secretion totalitaire
15302,merci maitre idriss
15303,desolee cest inecoutable laudio fluctue constamment droite a gauche
15304,quelle merveille ecouter chere idriss vs etes tres grand monsieur dieu vs assiste
15305,passionnant
15306,bravo tres belle conference
15307,merci cette analyse
15308,passeratil lorsque lon attache a mentor virtuel ?
15309,contente questce cest essaie savoir pourquoi comment robert baden powell
15310,malgre lon voudrait faire croire france etres grande qualite moment regale fait haute voltige ! merci idriss va arriver ! cela aussi question volonte dy croire
15311,spiritualite limite lia
15312,pense devons tout reposer mains leducation nationale faire aussi leffort prendre relais meme si pouvons suivre niveau scolaire enfants encourager feliciter font bon menage linstruction
15313,merci
15314,waouh !
15316,incroyable
15317,merci beaucoup
15318,extraordinaire
15319,bravo maestro idriss merci encore
15320,bravo !!
15322,ya orientateurs desorionteurs jetais victime dune desorientation hhhh salutations faut faire lautoorientation a condition mettre a disposition leleve moyens utiles meduquer apprener comment vais meduquer apprener salutations
15323,merci idriss
15324,ca change tpmp
15325,excellent comme toujours lami
15326,stp quel outil slides?
15327,prezi
15328,merci
15329,tout a beau ou lintelligence interieure trop dinformations peut faire perdre lhomme malheureusement
15330,faudra quand meme faire gros moratoires certaines technologies americaines surtout lon a empecher darriver aussi ladapter a civilisation doit plus etre decadente donc pouvoir survivre !
15331,brillant sans eblouir
15332,vivre ensemble nest difference peuple accueille exemple barbe foulard ect
15333,faut dabord definir quest quune intelligence jai chercher je nai trouver definition convainquante lartificiel restera tjs artificiel hhhh salutations grand maitre
15335,captivant regale decouter idriss comme a chacune conferences autres interventions
15336,ca sappelle fascination! ny a rien plus dangereux
15337,calme nidolatre personnage intelligent bon pedagogue cest devenu tellement rare
15338,pauleboquet renseignez alors etre captive discours dune personne ose mentir bien choses dont propre cv feriez mieux detre prudente
15340,histoires doctorat? toutes theses complotistes notamment lhistoire tremblement terre turquie ? rien fait decredibilise a tout jamais
15341,retourne conseil jalousie medisance malveillants font degats laissez pieger
15342,pauleboquet revoyez definitions mots utilisez reprenais arguments factuels verifiables suffit chercher peu jai limpression truc cest donc bien disais fascination donc deraison
15343,portez jugement hatif absence recherches laisse certitudes ny a rien pire bonne journee !
15345,rendez a beaucaire invite prenez billet meme
15346,conference magistrale
15347,tous dit a jamais appris a ecole on a formate acquis mediocres
15348,cetait autant cas a trente ans apprenait plus aussi a sinformer plus lecole gros apprenait a apprendre rendez compte etre train dapprendre rien nest perdu
15349,merci mr grand bien surtout conforter ds idees sciences sans conscience nest ruine lame
15350,je dirais connaissances
15351,otes soleil citation exact
15352,realite non cetait grec coup
15353,comme idriss linstant meilleur recuperateur tout faire ensemble coherent voire technique quil assume si trompe merci attendant dautres idriss faire ensemble ? a moins demander cela bientot ? bonsoir
15355,lhomme sens anthropos terme
15356,ressort jamais dune telle conference comme entre ressort a coup sur enrichi merci m aberkane
15357,permettezmoi ignorer svp
15358,idriss benediction lhumanite connectee
15359,met direct pouce yes a idriss bout quelques minutes alors parfois fais pas pourquoi ? car direct sens investit ! et sagit dun sujet majeur lieu parler du sex anges meme si tout a importance
15360,redoublement existe plus college
15361,note
15362,bien plutot bonne eleve jai deteste lecole sais pourquoi maintenant disons lanalyse historique rejoint ressenti
15363,encore merci cette conference toujours autant passionnante
15364,faut defendre lia indefendable part predispositions
15365,a chaque grande innovation gens peur
15366,francoisv certes celleci ?? mesure ou greffee chaque objet observe quand va t prendre conscience alors quelle risque ?
15367,duvaldestin a polytechnique etait responsable recherche domaine loptronique arrete balancer exemples americains ans retard !!!!
15368,fait conference lair meilleur
15369,a toujours quelquun derriere homme ! derriere ? musk tout vu quelquun lombre censure allez
15370,bravo idriss illustrations fabriquees ia
15371,roi soleil a probleme lune
15372,merci mr aberkane parler tous sujets ca fait bien
15373,mec sait tout tous sujets mieux experts ca donne confiance tout
15374,sait tout parce quil sinteresse cultive rien plus fait magie
15375,m
15377,cest fait expres ? binaural?
15378,toute salle ecoute tres attentivement genial idriss merci toute intelligence quil partage merci bravo
15379,sacre orateur eloquent bravo
15380,vivons monde ou ceux gagnent mois persuadent ceux gagnent tout va mal a cause ceux vivent ca marche felix lobo
15381,meme temps tout va reellement mal celui gagne euros concretement finance lensemble systeme prorata revenu
15382,oui certes faut demander a gens touches e participe plus alors k proportionnellement paye moins dimpot puis donnent aides comme apl cheque machin travailleurs dire apres on donne trop daides
15383,quel rapport ?
15384,
15385,
15386,pourquoi tous monde recopie cette citation archi connue ?
15387,francoisvparceque gens comme napporte aucun savoir
15388,vivons monde ou lesclave pret a sacrifier bien etre maitre dieu
15389,ceux gagnent foutent rien
15390,est point vue non constat vis mieux salaire quavec rsa chacun choix juge personne
15391,vivre cette argent la voir verrez subvenir a besoins primaire nest rien foutre
15393,doivent survivre cet argent car foutent rien encore gentil payer
15394,beau tres beau
15395,francoisv peut etre parceque tous monde entier connais recopie sous toute video !!!!!! pffffff pourquoi peut etre faire reflechir gens
15396,dieu religions sectes demande mettre a genoux priet
15397,waw oui donc detruise moins planete travailleurs ! payent meme taxes magasin ! finisse fin mois sous cote !!!!! proportionnellement riches paye moins dimpot grasse a optimisation fiscal toi travailleurs pauvres connais
15398,font tout ca sans travailler largent contribuable
15400,lempathie compassion pense quils porteraient tous bien mieux si travaillaient aussi porterait mieux
15406,daccord certains gavent beaucoup trop certains autres trop assistes aussi seul pati double desequilibre travailleur classe moyenne inferieure parle meme encore clivage actif retraite scandaleux soit
15407,jai etait cdi mettait e cote mois passer rsa jetait a moins e mois parler choses connaisser pas! passe case riche donc peux parler riche a parler !!!!
15408,parle choses connais tres bien
15409,bas alors comment faisait mette cote ???? si fait rien mange fois jours alors oui peut etre quelle vie galere m rde ! profite ?
15412,regarde mrbeast comment joue largent car largent invention lhomme
15413,jen ca plait depuis jai cesse travailler financer monde ou ultrariches exploitent ultracons leurs utopies mortiferes vis mieux vivement qua tour testes cette formule afin gagner vie !!!
15414,heureux doit rendre compte seulement euros du ami boulot si ca chante
15415,bonne philosophie incarne temps libre conviennent
15416,continue etre gentille steplait
15417,heuresement sinon appelle cela esclavage
15418,k salaire cotisation depasse donc cotisations superieures a k
15421,jadore
15422,est eviter quils viennent voler alors estime heureux memoire six millions chomeurs
15423,eviter quils viennent voler letat vole ? parfait ca vois pourquoi travaille gagner largent eux encourager etat desprit comme cela cree societe victime
15424,francoisvpasquil a gens non compris encore
15425,finie plus entre horreur repetitions genre a moins detre sorte perroquet
15427,machiavel etait fm avant heure?
15428,vraiment libere cerveau ! message sincere merci a tout
15429,tres important repondre a question lia leducation
15430,merci tous mr aberkane
15432,bonsoir aberkane bonsoir tt monde
15433,respects merci interventions
15435,vivement ! edtech ca minteresse tellement !!
15436,merci idriss theme tres interessant changer
15437,brillant idris! parlez medecine quel avenir?
15438,merci
15439,comment fait sortir autend trucs jumeaux avoue
15440,jai chance dassister a cette conference direct a lieu andorre peux dire amis si etes interesses questions deducation a levolution technologies notamment lia a allezvous regaler !
15442,bonjour a tous pourriez m aberkan parlez relation m jacques attali ? merci
15444,merci ami etre aussi present temps difficiles
15445,oui cest clair toujours la tout sujets a besoin genre personne sen sortir passage clin dil a anice lajnef
15448,ami dit personnes animaux objets familiers toutes choses lesquelles a attachement sentimental ex nos fideles amis livres comme dictionnaires
15449,caz ca zzz
15450,merci commentaire frere presence temps difficile parle beaucoup assurement cette conference va marquer tournant majeur vie merci a tous dieu benisse
15451,idriss jadore chaine pourquoi thabilles comme mechant corpo cyberpunk ?
15452,voyage blanc cest relou faut veste infroissable intachable ca donne cette tenue
15453,etait essai erreur ?
15454,interessant
15456,lunesco a propose definition leducation parle la sujet complexe leducation formelle informelle non formelle existe plusieurs moyens definir transmettre savoirs cest eduquer pense interessant dechanger autour sujet
15457,transmettre savoirs cest instruire transmettre valeurs cest eduquer
15458,docteur monsieur aberkane medicament cerveau gastronomie neurologiques toujours soif connaissances ya source aberkane consommation sans moderation labus savoir utiles lhumanite
15459,antechrist imaginatif meme sous intelligence artificielle ca demeure programme national impose a tous education nationale montessori autre ecole prive parle language economique arrive a language talentiste conference faite ! rien
15460,bonne anniversaire
15461,portal gun las deja utiliser
15462,plus musique jai presque entendu voix
15463,cest peu gauchiasse ca non ?
15464,prochaine video sintitulera comment mettre regime totalitaire etapes
15465,legende raconte vrai cyprien savere etre gros gaucho
15466,cyprien plus fort quune ia
15467,incroyable portal gun derriere
15468,trop cool
15469,devrais mettre musique encore plus fort prochaine fois
15470,tres cool shorts
15471,cest normal cest ia a faite cetait preparer ca video ia montrer quil faut faire attention a genre video car dirait cest vraiment cest filme
15472,ah daccord vois cest vraiment bluffant alors
15473,javais vus shorts etaient reels just courtmetrage
15474,incroyable derniere video!
15475,legende raconte cette video faite ia
15476,lets go a confirmation cyprien nest dextreme droite
15477,apres dire quil ny a trop detrangers france quon fait colonises cest comme dire cisjordanie fait colonisee
15478,nicolas a compris tetais chretien dextreme droite
15479,cette musique menerve
15480,comment dire tout quon pense maniere detournee tes bon
15481,cyprien premier youtuber a avoir cree bouclier anti ia ultime ca a toujours ete visionnaire plus sortira short comme celuici plus bouclier resistant
15482,portal gun atlas fond
15483,musique etait tellement forte demander si javais autre fenetre youtube ouverte
15484,pareil !
15485,qun artiste va dire a juste a sortir carte ia coup si vrai non ia potentiellement lune invention naurai jamais voir jour meme temps banger
15486,boss
15487,xd
15488,super
15489,pense quil laisse trop messages subliminaux va poser questions facon penser
15490,pepite
15491,mdr
15492,in croyable reste meme
15493,enfin quelquun dis termes
15494,mode tibo inshape
15495,meilleur
15496,prochaine fois va falloir mettre musique beaucoup plus fort
15497,vrai retour cyprien lintelligence artificielle
15498,oui mieux quand
15499,super short
15500,oah replique finale ca ma acheve
15501,legende raconte cette video a ete faite ia
15502,monetisation sueur
15503,enleve musique
15504,youtuber prefere
15505,musique lentend
15506,moins fort musique stp sinon tres cool video
15507,a beau dire quont veut cyprien regalera toujours concepts genie
15508,jai quand meme peur video devienne realite voyant short jai doute si cetait vrai creez ia
15509,news lepopee temporelle ?
15510,ah dirait lia remplacera mixeurs son
15511,incroyable !
15512,ah ouais barres !
15513,jadore nouvelle video
15514,juste
15515,adore concept
15516,boss cyprien
15517,jai ref
15518,genial tas derniere video jaimerais avoir plus annee car cest hyper bien realise
15519,qualite quantite faut choisir
15520,cest ia modele z reconnais ca
15521,modele islamo wokiste oui
15522,vu tous suceurs va jamais capte quil a probleme
15523,short aleatoire
15525,chuis seul a avoir remarque portal gun fond ?
15527,legende raconte video lia realite creee ia
15528,oui
15529,toublierai jamais
15530,coup demande si video vraiment cyprien cest quoi cette musique ultra forte digne dun tiktok pourri
15531,plot twist short a ete scenarise ia
15532,je preferais derniere video
15533,superbe video hier
15534,trop cool voir shorts quon a apercu video !
15535,retour boss
15536,enfin cest lon attendais
15537,musique baahhahhahahaha
15538,ptdr tes star chef
15539,?
15540,flowser quand vois plus notifications remarque mdr
15541,wtf
15542,cette video touche tout monde intelligences artificielles aident certains points elles aussi flippantes
15543,dite toutes video tourner video ne croyez cette video vont etre poster? vrm marrant vrai
15544,plus fort musique
15545,incroyable meilleure video chaine
15546,incroyable video continue comme ca !!
15547,trouve ca triste cree choses toujours plus fort jour voudra faire tellement choses cree ce retourner contre ia robot perdra planete tout a fait depuis cette derniere millions annee cest flippant
15548,gg vues
15549,oh cest rapport video ia coup la fait ia la tourne video ?
15550,las tourne video
15551,ya fait ami ami chat gpt quil epargne quand grand remplacement
15552,cyprien !
15553,mdr
15554,jai adore derniere video toutes felicitations
15555,anonymous ???
15557,anonymous ??
15558,merci gilderoy lockhart
15559,ptdrrr cette video sert juste a bien rappeler politiquement correct veux drama
15560,plus fort musique cyprien prochaine fois
15561,anonymous jaurais dis mieux
15562,difficile dire mieux effectivement
15563,mieux !
15564,aaaaah mavoue vaincue
15565,nimgam cest cest lia
15566,cest lon reconnais lia la dit cest musique faut suivre
15567,cest prblm connu youtube tel faut mettre ecouteurs entendre voix
15568,viens letage fun ca ?
15569,ca revient meme heina part si mets tellement fort deviendra sourd bon cest tres conseille quoi
15570,ah ouais javoue bon bah retire jai dit cest bug connu
15571,ah okje connaissais bug
15572,jai deja ecouteurs jentends comment faire ?
15573,oui oui jai dis apres coup metais trompe finalement
15574,cest surement eviter vols contenus detournement
15575,cyprien redevien top
15576,portal gun deco
15578,a besoin zero gravity gun
15579,tvqh oui ! doit arreter combine !!!
15580,tros cool dernier court metrage
15581,bonjour cyprien jai adore nouvelle video lia merci divertir
15582,ya vraiment quelquun a usurpe identite?
15583,dit debut fin video non non tqt
15584,oui
15585,tas repri comm video
15586,nouvelle ref debloque
15587,oui publicite dun jeu gas chemise rose cest faux perso cyprien a cree video
15588,ca faisait longtemps javais autant pris plaisir video youtube merci video dhier
15589,a bots dessous
15590,mdrrrrr questce cest cette video
15591,cest rapport a video hier
15592,jsuis seul demande si a vrm etait fait ia si cetait fais video?
15593,a avis ???? cest cyprien video non lia
15594,ia meme plus poussees nen encore a niveau detail coherence et seuls arrivent dispo publiquement donc non cest bien cyprien
15595,sais jespere tes seul oui
15596,posais exactement meme question ! vue reponses a priori ca doit bien etre lui javoue ca rassure haha
15597,a voir propos derniere video comment ia ete montre penses quil facile voir cyprien nutiliserait ia meme short sorte
