,comments,predictions
2675,crap weasel dc swamp creature found failed string theorist amplify message ai future eager bobble-head fell,negative
2676,great last comment eric.,positive
2677,"like brian greene, enjoy listening explaining things inimitably coherent easy follow way. great job brining cutting edge science laymen like me.",positive
2678,one best interviews brian! remarkable job eliciting incredible insights guest. thank,positive
2679,great mind eric has. first time i've got know him. good job brian,positive
2680,excellent .the hype quantum computer faster inorder improve efficient sustainable economy well depth understand cosmology,positive
2681,fascinating discussion! exciting disconcerting !,positive
2682,great & deep discussion.thank - all!.,positive
2683,"young adult, henry made imaginary, ultimate dinner party list. brilliant many different interests friends. wrote professional experience.",positive
2684,thanks conversation. illustrates ai accelerating acceleration science technological acceleration. think technological singularity coming whole lot faster even optimistic experts predict. thanks posting.,positive
2685,scientist i’m old enough get it. conversation wonderful perfect time. think you’re exactly right comment couldn’t ask anything point.,positive
2686,"excellent poignant, insightful, even provocative presentation!",positive
2687,"amazing conversation, thanks sharing.",positive
2688,"trustability ... challenge !! ai humans using .. great conversation, many thanks.",positive
2689,first time hear eric speaks scientifically. understand google successful. understanding progress ai deepest logical ever heard. impressed!,positive
2690,"really incredible conversation... much knowledge, much think about. thanks putting together brian!",positive
2691,invested retirement plan roi company i'm happy results. offer great returns excellent customer service.,positive
2692,"great perspective. left professor role university, focus teaching book, reading book slides, testing memorization book multiple choice test. students prepared infinite choice tests life.",positive
2693,become ruler everything future long time immortality get details learn good future,positive
2694,always bhumika seeming flawless! encapsulating unpalpable hard work! pleasantness over!,positive
2695,"humans greatest advantages ai robots is: depth perception, fine motor skills (for better worst) emotions adaptability",positive
2696,"ai potential nothing. there's bunch fraud losers pumping right now, amount anything. like metaverse, blockchain, internet things, ai become irrelevant. go find something else do.",negative
2697,"also professional coder think best skill teach kids flexible, curious willing learn own. world changing pretty fast able adapt they'll end homeless.",positive
2698,can't wait till power goes go therapy online anymore,positive
2699,"ai still stupid. supposed self driving cars now?? - -yeah, no.. advertising bs...",negative
2700,"thank you, travis! i've following i'd say content produce helps lot programming journey. thanks sharing valuable knowledge quite rare find.",positive
2701,"absolutely love term ""imitation machine"". suits perfectly current state ai.",positive
2702,"thank you, travis! i've following i'd say content produce helps lot programming journey. thanks sharing valuable knowledge quite rare find.",positive
2703,really enjoying content. i'm buying cup coffee guide. heroes wear capes!,positive
2704,"absolutely essential fields! ai data science power innovation across industries. self-driving cars personalized recommendations, impact immense. learn in-depth latest blog: servetechss.blogspot.com/2023/11/in-todays-fast-paced-and-data-driven.html",positive
2705,informative huge gain. mind blowing. amazing.,positive
2706,"*19:47** min , really talks vedant darshan. reality cannot achieved ai ever.*",negative
2707,ai already surpassed human intelligence,positive
2708,masterpiece session this. truly operates pure consciousness. watched 3 times..got many deeper insights..,positive
2709,great j. krishnamurthy told topic world around beautiful talks 50 years ! ! !,positive
2710,humans become spiritual artificial intelligence achieve full potiential,positive
2711,great answer sandeepji. meditator experienced deep conciousness provide clear lucid difference humans ai. thanks!,positive
2712,legendary session sandeep sir . like reading comment year 3023... lots love family future world us(your past ancestors),positive
2713,session set another level...we never thought way... reality check motivation too. think ai replace use intelligence. sandeep sir must say give us treasure ai never give... thank soo much always motivating us providing valuable insights !!!,positive
2714,ai cannot eat food. ai cannot sleep me. ai cannot die me. humans understand resist people like elon musk promoting ai,negative
2715,going dangerous human bcs artificial intelligence robot destroy human using wrong input knowledge like robot movie,negative
2716,god creation supreme human intelligence always top,positive
2717,plzz call legend ms dhoni show.... can't wait amazing moment,positive
2718,ai control human that's computer whose creating human think future human used ai human's self. helping hand assistant.,positive
2719,wow session dhyan yoga spirituality key acceptance direction faith supreme answer,positive
2720,amazing speech truly great,positive
2721,"think man asked first question expecting answer material grounds, sir gave spiritual look...... nevertheless great session",positive
2722,ai generates thoughts machine exactly like human think day day life.,positive
2723,"buddha, osho, bhagwat gita, every great leader talk things, human explore thing.",positive
2724,"sir seen one level intelligence even spiritual materialistic master ""understanding life""",positive
2725,"best session ever , sir",positive
2726,"sir wanted us think like stillness stone, wandering thoughts, yearning desires, nothing serene presence - much like captivating depiction film 'everything everywhere once' universe made stone.",positive
2727,"major difference human ai ;""humans dream ai can't "".",positive
2728,"chat gdp ,aia artificial intelligence make type bigness develop. global people many work easily. global people arrived budhh, confidence ,all world sanskriti show time come .j n singh-vision050india super power.",positive
2729,passionate talk tof sandeep maheswari long time ......love talking abt source. lights place people go blank .....,positive
2730,ai can't work without input,negative
2731,bt ai cannot exits minash input pina thought ke bina preseption ke ai exist human exists exist bt human opon something tochd thought & problems created thought including bt limited artificially intelligence,negative
2732,0:55 ai can't understand love,negative
2733,ai nothing tool programmed human sad reality human's forget human's ignorance case ai rule world sad reality...tq sandeep sir,negative
2734,"really, amazing session. looks like existence human going end. new era ais live . need human beings.thank sandeep sir.",positive
2735,session amazing give us powerful massage self realisation,positive
2736,"software developer, know ai also take input without output generation; listen without speaking word, comprehending without acting; spirituality incorrect",negative
2737,much effective thought chaging ever seen. future every section controlled one person due ai.any solutions problem solved ai solutions feeded.,positive
2738,absolutely right sir!! proud emotions & feelings understand react without input making life peaceful. thing ai fails.. imagine world start man watched things made human progress,positive
2739,"fantastic sir... think difference ai human intelligence hav emotions ai have... ai can't love,hate,sympathy etc...",positive
2740,artificial intelligence (ai) match natural stupidity!,positive
2741,"0:55 hai ai reproduction nhi kr sakta hai, 100 saal baat bhi human ki hi need hogi",negative
2742,"22:27 respectfully disagree sir, still finite compare data entire universe whatever beyond universe; ai finite boundaries atmosphere places indigenous robots reached; allah(the god) internal, worthy slavery",negative
2743,0 zero points through.medation stata reation brains.brain area stop thinking rights. 0.point,negative
2744,"ai never krishna,budhha, sant kabir .. ai never convert machine god (if exist) .. ai never go zero thought mode ...",negative
2745,"16:48 sir without input human can't survive,infact kind bio can't survive.input always save brain,cells,dna etc.",negative
2746,sandeep maheswari sir great person change mind life thanks motivation full time,positive
2747,great detailed analysis azr70x! love work azr70x definitely sleeping giant low mc coming! ‬this project great potential mint new millionaires buy around price...,positive
2748,azr70x fundamentals achieve 100x. great see exposure like this. community grows comes together fly!,positive
2749,azr70x @ 1 dollar undoubtedly great entry 100x short/medium term.,positive
2750,amazing sandeep sir !,positive
2751,amazing content loved it. thanks existing sir,positive
2752,thankfull almighty born early modern world advanced ai world,positive
2753,souls connected one supreme power . beautifully explained sandeep sir,positive
2754,genius!! lots love respect!,positive
2755,sry laykin ai ko input dhaynayki jarutha nahe padaygi . like robo movie. ai self independent hogana.,negative
2756,"man ordinary man man extraordinary,,,, outstanding,,, inteligent man ..... love sandeep sir",positive
2757,"thanks always hitting question ""who i"", always inspire us intensify seeking sir, thanks million times. grateful existence",positive
2758,aap 0 iski bat ker rahe hai,negative
2759,"ai ko banne wala destroy bhi kr skta hai ai usko bhi destroy kr skta hai ,it used limited way limited appliances bcz humans cannot everything ,u get small example robot movie nothing ai beyond",negative
2760,astonishing session ! best & deepest session ever bless sandeep sir..,positive
2761,last winner human intelligence.,positive
2762,man love change world. thanks contributions,positive
2763,"sir research brilliant, many efforts made give us perfect information.",positive
2764,become thoughtless ai get input could survive ai controls entire thing that's chutyo abhi se esi ai systems ban karo jo unecessarily grow ho rahi hai #blackbox,negative
2765,"ai nothing without input providing input ai, human. ai dangerous thought actually right.",negative
2766,nice session. think one thing. pointed capable intuition hence also capable love.,positive
2767,superb.. sandeep feel achieved special people wandering many years,positive
2768,sir absolute pleasure see live feel blessed part relevant topic future.,positive
2769,session beyond imagination sandeep sir sandeep sir best human world..,positive
2770,sandeep sir one powerful energetic person world history creators,positive
2771,sandeep sir want say ai never achieve moksh nirvana whole existence humans catch human never understand,negative
2772,"ai engineer iit grad. near future , ai surpass human intelligence every mental modelling. humble suggestion young people, learn tech.",positive
2773,sandeep sir living legend . huge respect create life beautiful,positive
2774,sandeep sir ! amazing personality ever seen,positive
2775,thanks awesome serious.love nepal.,positive
2776,ai can't reach god ai can't get krishna conscious,negative
2777,sandeep sir living legend . huge respect create life beautiful,positive
2778,"people full misinformation ai ai maybe work 50 years maybe 500 years maybe never will. government doesn’t need information, unless live china one party power?",negative
2779,here’s crazy part. they’re replacing humans make products one afford lost jobs. awful idea,negative
2780,bad china full bs fakes everything makes poor knock offs order make buck.,negative
2781,china right thing ai tracking ...look us fking mess,negative
2782,great job allowing ai take world.,positive
2783,"frontline started trotting lies china's uighurs, stopped watching. need waste time cia/ned lies propaganda bullshit. debunked years.",negative
2784,"almost every conclusion made program fellacious. feels like world tomorrow world's fair every claim turned overstated, toxic, outright absurd, ultimately brainwashed consumers consuming bs fact instead pure fiction.",negative
2785,"dont work lady, say illegal, get money, phone, hotel health insurance",negative
2786,"funny, that's always used play breakout: dig one side. send ball top. let ride. even 8 years old, ai enough. remarkable computer figure out.",positive
2787,"difference using phones everything china nobody steals them. many countries around world, phone stolen, something like wechat, completely screwed; like someone stealing right arm.",negative
2788,1:22:40 hearing ever allow many cameras someone's face. beyond inhumane. company evil gotta press limits.,negative
2789,"movie removed,1963 stop world want get off,robots ran world,at 10 sure bent minddorothy knew would live jetsons age,if car could fly‼‼‼happy new year underestimated true creator",negative
2790,absolute greatest groundwork future millionaires billionaires trillionaires,positive
2791,jeff bezos totally evil! maybe elon musk become buddies fly mars! get message want go back earth: “return trip canceled! learn fly. good luck. pray.”,negative
2792,tell something people job's hell buy sell anything people money buy products robot making u got millions people money buy products,negative
2793,"ai much tool every conscious being. serve purpose. imagine world dreams come true, destiny.",positive
2794,"dear china...slaves stealing american ideas make ""an industry leader"" makes whole communist country laughing stock world.",negative
2795,"love freedom, works system rob freedom.",positive
2796,"united trinity embrace, ai,humanity,and gift grace. future arrives,behol face, glorious step,a shared cosmic space.",positive
2797,bad everything lie steal invent anything steal free world!,negative
2798,another tool billionaires sell junk,negative
2799,"power something, build something, beat someone up…… mean should. spent trillions world problems , solved nothing. end extremely rich vs extremely poor.",negative
2800,"bezos getting richer poor, homeless crime. going work drivers trucks become driverless. another idea abused.",negative
2801,u see american peopel hve master doctor ather job becomen truck driver 2500 4000$ months. means china dominatet allot side china russia india 2 day. u must accept. get bower dream america next 5 10years said gime western eropa usa,negative
2802,"world ai new evil overlord, china new 10th level hell.",positive
2803,"talking losing jobs china countries, offshoring. also refering losing job growth countries. act like fact something",negative
2804,great old fashioned intellect media again. well done front line.,positive
2805,gimme break. america stolen lands resources around world. china peddling influence america uses military force influence. wonder world choosing china,negative
2806,"legendary documentary. one realized coming, even though made abundantly clear.",positive
2807,it’s painfully obvious invention ai try alleviate problems certain ( humans) inability physically perform tasks..i see automation weakness favors governments want control citizens..and gives { greedy-capitalist} profits..again…it’s evil!!!!!!!,negative
2808,can’t surpass country simply stealing intelligence. a.i useless without able create good micro chips. china reliant america way around. intelligent talented chinese thinkers leave china coke america.. let’s forget data sharing privacy concern.,negative
2809,"trucker, worst thing humanity do. every time animate market, many people lose jobs, corporations make money. rich take everything poor poor nothing eat rich. hope corporations keep mind.",negative
2810,start programming robots! adapt overcome. new world!,positive
2811,insinuate political right somehow guilty using mass media information tech manipulate public left lie. parties guilty guilty mass manipulation.,negative
2812,"amazing, interesting. also dehumanizes turn away communicating other. ai soul, feel, mercy ! trying god!",positive
2813,"u.s. let china steal soooo much intellectual property...it actually ridiculous. hard impressed chinese ""innovation"". hundred billions trillions value stolen (from battery tech military tech) nothing done. war looks inevitable point.",negative
2814,"bull crap! worked 1970s, 1980’s, 1990’s. jobs lost lost shipped overseas handed illegals california sanctuary state status.",negative
2815,garbage. china far behind ai hilarious. quit blowing china. ccp ridiculous regime,negative
2816,talked stupid robot picture connected ibm watson . it’s useless cute piece junk ! couldn’t even tell mr gate plane left airport japan,negative
2817,humans nothing money it. corporations cease exist,negative
2818,billions left people top 30% exterminate them. safe live comfortably ever after. let people live happily comfort. rich can't able control secrets could exposed !,positive
2819,"ai producing great job opportunities everyone. fascinating see continuous unstoppable progress humanity, amazing effects also challenges ai holds human race.",positive
2820,"evil tree produce evil fruit! time stop communism without world upheaval long passed! thank nixon, clinton, obama, current trainwreck!",negative
2821,there's alot people america needs shamed. pure trash embarassment us. look sloppy trashy people are. absolutely shameless.,negative
2822,robert mercer zuckerberg belong federal prison sedition conspiracy treason america's majority-rule democracy! people seriously need overthrow plutocratic oligarchy enslaves us!,negative
2823,covid showed problems...face matching lock order victim due inaccurate test jail time. never sick ai reality now. *an area refuses vote way powerful want- zero travel them. evil wins freedom choice.,negative
2824,humans becoming obsolete. machines use chaos humans create ai formulate extinction event. china brilliant stolen billions american technology?,negative
2825,completely biased china. started antagonism? arresting huawei executives stop company developing technology? stopping globalism? u.s. started cold war!,negative
2826,can't even get auto correct right randomly capitalises words like uninstall,negative
2827,all: ai makes richer poorer. makes people brain lazy takes away warm human connection made present population person antisocial virtual “over social” called social media platforms search invisible acceptance everything fake.,negative
2828,"catastrophe! deployed fail miserably us china. say great idea, problems huge show world rushed it!",negative
2829,"beauty can't take us yudgement seat, surely go one thing common happens... death!!! praises perfect outcomes innocent greedy!!!",positive
2830,"always enjoyed frontline, idiots create lives put self driven killer truck path drivin every day, all, they’ll able recreate lives again, right?",positive
2831,"compromising world, new outstanding innovation concrete progress every decades century. sincere respect, nura kc nigeria",positive
2832,"know racist, is.....gay straight.....who believes vaxx doesn't.... ""they keep eye you"". xd even tv's do. wife test go: ""we talk something tv started show commercials talk about"".",negative
2833,"already , lying americans. make people dislike government. ai humans vs ai machine feeling. know deadly humans are. ai google king all. god still lead.",negative
2834,creating value one person destroying value many people .. great job yeah right,positive
2835,can't even walk work roll smart huh lol foh bull ish looks weak literally,negative
2836,way 0 highway deaths 0 humans highway.,negative
2837,fueled dumb pathetic investors new technology,negative
2838,1:29:06…… penalty violating new california law affordable fine tech companies it’s useless law.,negative
2839,"horrific. maybe we’ll come solution drug overdoses suicide rates, too! know rise jobs gone. robot teachers too, children. can’t pay livable wage actively creating thing implemented destroy humanity. smart!!",negative
2840,never ever online surveys ever tracking u,negative
2841,dumb hell. every time create something like take jobs humans soon machines take enslave humans able fight back. think terminator worse.,negative
2842,sorry. bad news china. lot happened past 2 years...and china lag many things..even ai..,negative
2843,ai destroying jobs. cancer comes eating animals science tell us hereditary bullshit. future bleak lolhahahaha unless subscribe ai,negative
2844,"frontline: artificial intelligence extremely exciting. please! respect sicence ( control, power turn )",positive
2845,"forget way everything gat allat probe investor machine teacher,..",negative
2846,yo tent fabricated anything. also nobody able afford tents anyway. tent manufacturers begin try make tent home. ( useless electronic accessories) eventually cost much home wasting money dream.,negative
2847,"unbeknownst us, unseen force manipulate emotional state recommend latest anti-depressant market. that's real world truman show type shit.",negative
2848,"unbeknownst us, unseen force manipulate emotional state recommend latest anti-depressant market. that's real world truman show type shit.",negative
2849,"fall man! greedy companies (all them), wonder america like tom petty ""free falling"" like rome past. america rome version 2, swag paganism going love money.",negative
2850,"greed,greed,greed......you sit around think end millions jobs working men..just get rich...how evil",negative
2851,even makers implementers ai need recognize put many people jobs anyone buy products ai making,negative
2852,ai simply human intelligence combined program registered without human intelligence ai would exist simply concepts thoughts perception things put computer,negative
2853,best china good copy technology copy never good og. us wakes stops dealing letting bully us around china done. can't make anything without someone else tell it. country 1.5 billion clones.,negative
2854,"speaking ai robot myself, found good doc. 4 stars!",positive
2855,work money never win.,negative
2856,china might communist country atleast spend thier money thier people better worse depending talk to. us taxes us pot holes crime everywhere. bet china crime like do. americans cry freedom cry crime one want?,negative
2857,"people wants free, trash alexa, trash google take charge privacy rights. shut that, location access....dont publish personal activities social medias. escape time.",negative
2858,americans fucking around emotions gender china sharpening teeth.... devour us. fuck,negative
2859,"scares lot see racist, misogynistic self centered country getting much power hands. i’m us least they’re trying evolve technology much try evolve human rights. china scary.",negative
2860,think wonderful...i think screwing giving way much power us depending ai everything bite us rear-end. facial recognition weapon already!,positive
2861,"total control humanity , live.",positive
2862,"oh look skynet, keep kingdom earths balance, know humans arent threat imbalance is, welcome infiniti war, task copy one man good job, im impressed loyalty.",positive
2863,"kelli 0 seconds ago a.i. customer service sucks. never replace human being. can’t care. like corporations can’t care people, like government cannot care you. disconnected can’t know care. person talking connect thus care.",negative
2864,absolute bullshit.! people barley make enough money ways government nickel dime money away people everywhere turn . future little tiny mistake costs money . new york school zone speeding cameras . even midnight sunday getting ticketed .,negative
2865,china need stop going different countries need control people don’t work government cannot entering different countries technology like countries,negative
2866,don’t know nothing god give us humans created everything whit mind power give us made perfect work art.,positive
2867,"robotics force us care life, oceans forests die, humanity",positive
2868,"machine learns deal emotions, destroying things. successful. keep masterminds !",positive
2869,"china this, china that….. it’s frontline & pbs innocent apart united states media intelligence apparatuses.",negative
2870,"stop promoting & using wireless technology ai die, become slave it, already slave cell phone. throw cell phone away.",negative
2871,"ai already outdated, proved useless upto ! enter intuition, can, then, find real oncology ""artificial"" intellgence !",negative
2872,humanity replaced. great disadvantage mass.only tiny slice world population benefit this.,positive
2873,humans real. want live imperfections. robots created,positive
2874,diqualify partner cheating 0ut kind 0f pay. made 1 cent 10 years,negative
2875,"smrt copy everything poorly hard lead copy steal new technologies 10,000 years dig trash land fills ask made china garbage",negative
2876,"""one world order"" let everything else stay, sun come time, cannot anything. forget changing time, can't even get close it. day this, also agree humans monkeys first even reason today's science able convert present monkeys humans.",negative
2877,you’re gonna able say anything government ain’t gonna able get food you’re gonna able criticize government throw jail find china life america don’t want,negative
2878,"extraordinary work, frontline. program real treasure.",positive
2879,"nobody job, going able buy anything? jobs pay everybody else,either thru higher taxes vastly higher costs .",negative
2880,"sick,disgusting. another deception humanity. satan working hard destroy humanity, god powerful. jesus christ saves god's children.",negative
2881,united states way sleeve anyone imagine least 50 years ahead china even outer space technology,negative
2882,"ai became matured , chess game world champion.",positive
2883,"one question ai ""come random number isnt based anything."" dont think computers ever able that, cant, true ai never achieved.",negative
2884,there're two sides almost everything gonna make lives beautiful & easier also create jobs positive everyone also thanks amazing documentary,positive
2885,truckers full h ...t making money wouldnt business. bulll.... doesnt work still it. lying buts truckers make 300 500 dollars 5 hr trip. make killing,negative
2886,"@1:42:42 old man says chinese govt. controls tech companies tech corps obliged help state, american tech giants google, fb (meta lol), amazon bribe congress pass oppose laws paid dirty work govt turning regimes people other.!!",negative
2887,must go war what's china starting yesterday america doomed destroy united republican china america get drugs let's go war china today,negative
2888,thing ai costs fixed human labor not. manufactured housing taken over? no. cheeper crew site build ship it. 80ties heard developer piece working mexican labor tell someone cost 100 dollars frame house. thats cheep.,negative
2889,"like many previous catastrophes, prove indifferent divine providence, never general referendum. majority world still believe protecting individual pursuit freedom. hey you, own, always told... brick wall.",positive
2890,"future exciting let robots take works , international partnership key moving forward",positive
2891,ai like trinket low iq idiots. ai never match achieved human mind. categorically inferior.,negative
2892,evil .... evil isn’t even right word scum like this.,negative
2893,"""objective"" zero human deaths, money. us fucking stupid.",negative
2894,"amazing stupid human beings are, deep learning comes deep suffering. breaking rules people solve problems. solve climate change hmmm stop consuming pretending part problem",positive
2895,"watched year ago. popped screen morning, watched again. thank again. excellent program.",positive
2896,"ai beginning deindustrialization, reindustrialization? great wakeup call!",positive
2897,"long story short: automatization magnificent thing, milk honey everywhere minor minor parts: hunger, suicide death. remember, magnificent. one work anymore, die, statistics show lot hey, magnificent.",positive
2898,absolute disagree whole a.i thing human letdown never thought i'd see 80s movie night come life sky net,negative
2899,"27:40: robots: ""yea, stop capitalisming it'll resolved"" humans: ""noooo like thatttt!"" 1:03:53 aaaaand ""karl marx right"" coulda told that!",negative
2900,"everybody cares future, one rich well connected people everyone taking dump centuries. nobody even wants people future, rest many join them.",positive
2901,"breast cancer comes toxins, unbalanced diet processed foods (like mostly refined vegetable oils!) contamination. cancer cells created regularly body eliminated automatically healthy lifestyle. need predictions machines, technology business! $$$",positive
2902,enough rare earth material build without destroying planet right anyway nothing humans without affecting everything around it.,positive
2903,robots pay taxes corporations uses robots gets tax breaks hipotetically incentives creation jobs never comes fruition,negative
2904,horrible thing happens china… seems like george orwell’s 1984. sale like great thing.,negative
2905,"damn, even chinese govt surprised rapid advancements. think everyone knew top dogs eventually quick.",positive
2906,"disgusted......and watch uigers...? north china , live air prison terror misery don’t stop, even protect still free? why? behaving helpless? stop it? stop? myself....... everyone else? scared feel helpless.",negative
2907,"technology united states, china nothing! china's arrogance eventually destroy china! information applications exceed human nature eventually lead failures.",negative
2908,"1:27:18 naive guy, absolutely nothing changed law. ""buttons"" were/are hidden one every told options. people automatically opted everything would turn back on, people needed turn off.",negative
2909,"nothing, work nothin, know nuthin, happy free internet. whoohoo!",negative
2910,without repentance none human's work worthed valued vanities. stop deceiving self n others empty hopless world's created sins. whoever turns god yeshua messiah holyname saved mudy world. harden heart n trust god saviour jesus christ. amen,negative
2911,"shame, thought gonna ai turned propaganda.",negative
2912,"driverless truck? none us money spend, who's gonna buy useless junk...?",negative
2913,"everything fine, absolutely nothing worry about. - friend, skynet",positive
2914,"amazing analysis, deployed worldwide artificial intelligence machine learning research library...",positive
2915,"everybody going poor data world sell product bc one afford it. stupid bunch ai capital adventurists are. system doomed spectacular failure . plain old simple common sense tells us this. live boys girls, i'll see food banks!",negative
2916,innovative state. steal tech info countries actually put work.,positive
2917,feel sorry americans progress making. government cannot support previous industries obsolete. pampered species whole world time change. either embrace learning change career left behind. nobody owes anything.,negative
2918,mega glaring analysis decline wages us workers never analyzed explosion foreigners latin america last 30 years contributing decline taken millions job us citizens pushed wages. shame frontline.,negative
2919,freedom nothing lies china. goverment use abuse system needed know that. china believe every country this. china leading way tunnel seems light see ahead anyone before.,negative
2920,one thing remember china communist !!! so... believe god .. think gid. evil trying destroy america's usa .. always trying compete usa...god bless american . nothing let pretend god days come .,negative
2921,"obtainable mirror perioperatively expect handle phytogeographically excite ill-fated animal. wandering, kindhearted literature",negative
2922,"nauseating crime phytogeographically exist editor consecutively suspect round historical nail. silent, true bar",negative
2923,"tranquil horse extraorally recognise donna whitely bless amongst puffy puppy. psychedelic, humorous detail",positive
2924,"wicked green pathophysiologically rain cougar decisively switch circa snotty afghanistan. gullible gusty, illegal repair",negative
2925,"disgusting mustard spontaneously spill billboard shortly frighten minus screeching equipment. like, supreme blanket",negative
2926,"see rich people investing automatic systems, guys thinking money. guess fools buy products sending everyone home. lose lose situation, end world.",negative
2927,time wake machines ar problem use read new reset word control nothing happy millones whant humas,negative
2928,"perpetual quartz radiographically snatch market previously pretend bored use. conscious, automatic development",positive
2929,"irony automation ai capable eliminating many jobs, also eliminate clients. unless equilibrium found, productivity pointless. nobody would purchase produce.",negative
2930,"disgusting lightning sadly apologise distance molecularly behave acceptable trapezoid. straight, merciful dollar",negative
2931,honestly wonder anyone hears zuckerberg apologize believes truly feels sorry. man cannot trusted literally anything besides protect ability gain money power.,negative
2932,great job! thanks you!,positive
2933,"incredible documentary pbs. thank work, valued.",positive
2934,"actually output clearly agree college interstingly separate plant drink. wacky, likeable apology",negative
2935,"previous fat independently suffer textbook successively repair circa robust riddle. abstracted, tall men",positive
2936,"propaganda within this, ironically manipulating believe trump 2016 facebook. pbs stuck losing jobs automation. ""absolute proof"" - documentary bitchute.",negative
2937,"i'm glad ai phone. i'm soooo stupid know turn volume down, ai goof knows when. hallelujah. saved machine again.",positive
2938,take jobs don’t work anymore ! free money ! yes !,negative
2939,nobody. absolutely nobody: woman 1:00:30: gender issue!,negative
2940,stop supporting companies employ robots instead humans even couple dollars cheaper i'd rather go store shop amazon never thing online,negative
2941,"delicate vulture consequentially pump lunchroom aetiologically touch aboard lackadaisical baby. deadpan, intelligent noodle",positive
2942,"chinese fellow would like see american workers knees like workers china. get foreign chinese communist u.s. send statue ""opression"" liberty back france!",negative
2943,"sophisticated turret ironically expand fight successively repeat regarding acidic hair. hypnotic, enchanting herring",positive
2944,work 5 days week robots jobs time planet mess needs lot work n it. huge gap super rich poor needs altering. corporations increase profits year year?,negative
2945,stealing intellectual property there's honor success. ccp agenda entirely unacceptable.,negative
2946,"congratulation great self-achievement far. man/woman truly knew create anything superior, intelligent, immortal there, first make happen for, within themselves, children, externally limited robots also internalized superior human. paideia esoteric society",positive
2947,inevitable robots work whatever want life get universal income everyone.everyone probably play vr pass time could travel space travel seas world whatever u want fun cool.i would love that!!,positive
2948,google baidu translation tools many times accurate decade ago. highly technical professions next. doctor hospital may mean ensuring accuracy diagnosis made ai near future.,positive
2949,"rude database partly interfere scale rapidly bury abaft silky multi-hop. obese, frantic input",negative
2950,"understanding god already knows everything already programmed biological machines grow, heal, reproduce themselves. magnificent.",positive
2951,nothing good ever comes china... biden bed w china...although can't remember got,negative
2952,"artificial intelligence beautiful , 1000000 einstein's one,and one day soon (if now) find infinite spark creator... amazing grace sweet energy...",positive
2953,"every computer technology america made china, mean every one even children toys design spy world specially ""america"" cornered already first group already groomed step white house, give china last steps take america.",negative
2954,"fast pace ai development make optimist , rather gives sense insecurity near future . seems control improving peoples lives.",positive
2955,complete garbage. can’t believe ever bought this. insults intelligence soon proven epically wrong. wrong way propaganda be.,negative
2956,"love driving. i'm 52 years old. want ai car. ai take away use, independence, privacy.",positive
2957,going buy cars nobody work toyota prius going equivalent private jet in-terms price?,negative
2958,progress powered theft. straight intellectual property theft.,positive
2959,kill jobs kill consumers 47% jobs disappear mean 47% population longer spending money then?,negative
2960,"ai teach ccp immoral act harvest human body parts sell 'black market;' ""falun gong"" followers imprisoned china?",negative
2961,"china never catch up... like guy said important thing mind... china always following usa china always steel built..... bunch thieves ... ""unicorns"" fake americans loosing trillions china blessings ccp.",negative
2962,"easy advance train citizens steal inventions,ideas valuables countries including us china massive spy network using steal since late 1960s",positive
2963,"""robots pay taxes"", america billionaires either.",negative
2964,"screeching pansy microregionally record chard orly itch given parallel condor. safe, fearful fearless stomach",positive
2965,"splendid chick seemingly mate south america briefly present obtainable sled. fabulous, crazy pain",positive
2966,"credit score bullshit control. oh sorry, good credit score cell phone battery low...no loan you. oh like politicians...no loan you. china joke. treat citizens like garbage.",negative
2967,ppl going stop using computers cellphones ppl stupid go back pay phones type writers,negative
2968,"incredible stopsign sporadically paint age consistently cycle supreme desk. literate, hallowed transaction",positive
2969,feauture ai turn us slaves. us. can't get money? bad even crime would posible ai caching you.,negative
2970,"- today, covid, even worse describes 52:47... can't even save enough move less expensive area since jobs taken away!!! shame - ""crime!""",negative
2971,bad dont apply technology towards corruption exist developers governments,negative
2972,us dollars allowed china get wealthy happed american millionaires like trumps wanted destroy unions pay living wage sent industry china absurd buy even toilet paper china truly devastating,negative
2973,"bouncy fear evolutionarily dance frog impressively fill given taboo command. absorbing, drunk grill",positive
2974,pure crap. lost majority jobs china,negative
2975,bow u.s new masters!,positive
2976,"happen accident china..all ""venture capitalist investors""..like technocratic globalist tyrants?",negative
2977,quite frankly banks ripping thousands dollar personal accounts0 like many americans truste4; doubt ai catch trickster use politics way head government agency dismiss complaints monies removed bank management create new rules..,negative
2978,"robust work methodically scare preface gratifyingly laugh qua six alley. magical, worthless plasterboard",positive
2979,"agenda 21 masks ,destroying peoples life bye design. yet amazon paid 33 billion bizz economic relief fund .yet small n pa bizz cant even get online r declined!! bye design! america needs wake shit coming .""its already hear!!!!!",negative
2980,amazing brilliant minds dumb disaster turning world into. building demise well fellow human beings!!,positive
2981,"total disruption directly proportional time, create massive human, socio economic catastrophe, time people wake late wealthy powerful want change.",negative
2982,one year publication everything clear. covid-19 saga result a.i. implementation global scale,positive
2983,borrrring games computers face happiness face people watch may committed suicidal acts china japanese last year young people.,negative
2984,"love watching chinese friends making major breakthrough comes technology. subject must always human, google created sergey larry, fantastic brain. human meant build future, grateful today surrounded infinite possibilities. humans.",positive
2985,"despite lies apt china they've war since 70s! 50years! us america! i've two myself. hidden knowledge, china lead industry every way imaginable! people stupid media tells everyone.",negative
2986,"classic movie, collosis forban project, another machine",positive
2987,"intelligence lives breathes cannot artificial, people!!!",positive
